"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"IR000407540","TEHRAN MEHRABAD, IR","2016-11-16","0.00",,"60","69","51"
"IR000407540","TEHRAN MEHRABAD, IR","2016-11-17","0.00",,"62","71","53"
"IR000407540","TEHRAN MEHRABAD, IR","2016-11-18","0.00",,"60",,
"IR000407540","TEHRAN MEHRABAD, IR","2016-11-19","0.00",,"48","59",
"IR000407540","TEHRAN MEHRABAD, IR","2016-11-20",,,"41",,
"IR000407540","TEHRAN MEHRABAD, IR","2016-11-21","0.02",,"39","47",
"IR000407540","TEHRAN MEHRABAD, IR","2016-11-22","0.06",,"32","39",
"IR000407540","TEHRAN MEHRABAD, IR","2016-11-23","0.02",,"30","40",
"IR000407540","TEHRAN MEHRABAD, IR","2016-11-24","0.00",,"24","29",
"IR000407540","TEHRAN MEHRABAD, IR","2016-11-25","0.00",,"27","35","19"
"IR000407540","TEHRAN MEHRABAD, IR","2016-11-26","0.00",,"31","38","23"
"IR000407540","TEHRAN MEHRABAD, IR","2016-11-27","0.00",,"36","45","28"
"IR000407540","TEHRAN MEHRABAD, IR","2016-11-28","0.00",,"41","53","32"
"IR000407540","TEHRAN MEHRABAD, IR","2016-11-29","0.00",,"45","58","33"
"IR000407540","TEHRAN MEHRABAD, IR","2016-11-30","0.00",,"45",,"36"
"IR000407540","TEHRAN MEHRABAD, IR","2016-12-01","0.00",,"45",,"39"
"IR000407540","TEHRAN MEHRABAD, IR","2016-12-02","0.24",,"48","55","42"
"IR000407540","TEHRAN MEHRABAD, IR","2016-12-03","0.00",,"53","61",
"IR000407540","TEHRAN MEHRABAD, IR","2016-12-04","0.00",,"53",,"43"
"IR000407540","TEHRAN MEHRABAD, IR","2016-12-05","0.00",,"53",,"43"
"IR000407540","TEHRAN MEHRABAD, IR","2016-12-06","0.21",,"48",,
"IR000407540","TEHRAN MEHRABAD, IR","2016-12-07","0.02",,"45","55","36"
"IR000407540","TEHRAN MEHRABAD, IR","2016-12-08","0.00",,"44","54",
"IR000407540","TEHRAN MEHRABAD, IR","2016-12-09","0.02",,"37",,"30"
"IR000407540","TEHRAN MEHRABAD, IR","2016-12-10","0.01",,"39","49","32"
"IR000407540","TEHRAN MEHRABAD, IR","2016-12-11","0.00",,"44",,"36"
"IR000407540","TEHRAN MEHRABAD, IR","2016-12-12","0.00",,"43","51","34"
"IR000407540","TEHRAN MEHRABAD, IR","2016-12-13","0.00",,"44","51","36"
"IR000407540","TEHRAN MEHRABAD, IR","2016-12-14","0.00",,"47","54","38"
"IR000407540","TEHRAN MEHRABAD, IR","2016-12-15","0.00",,"44","49",
"IR000407540","TEHRAN MEHRABAD, IR","2016-12-16","0.00",,"41","49","34"
"IR000407540","TEHRAN MEHRABAD, IR","2016-12-17","0.00",,"43","54",
"IR000407540","TEHRAN MEHRABAD, IR","2016-12-18","0.00",,"37","45","29"
"IR000407540","TEHRAN MEHRABAD, IR","2016-12-19","0.00",,"38","44","30"
"IR000407540","TEHRAN MEHRABAD, IR","2016-12-20","0.00",,"37","44",
"IR000407540","TEHRAN MEHRABAD, IR","2016-12-21","0.00",,"39","49","31"
"IR000407540","TEHRAN MEHRABAD, IR","2016-12-22","0.00",,"40","49",
"IR000407540","TEHRAN MEHRABAD, IR","2016-12-23","0.00",,"41","51",
"IR000407540","TEHRAN MEHRABAD, IR","2016-12-24","0.00",,"40","45","32"
"IR000407540","TEHRAN MEHRABAD, IR","2016-12-25","0.50",,"39","42","37"
"IR000407540","TEHRAN MEHRABAD, IR","2016-12-26","0.12",,"43",,"39"
"IR000407540","TEHRAN MEHRABAD, IR","2016-12-27","0.00",,"42",,
"IR000407540","TEHRAN MEHRABAD, IR","2016-12-28","1.12",,"43","49",
"IR000407540","TEHRAN MEHRABAD, IR","2016-12-29","0.07",,"41","49","35"
"IR000407540","TEHRAN MEHRABAD, IR","2016-12-30","0.00",,"46","56","38"
"IR000407540","TEHRAN MEHRABAD, IR","2016-12-31","0.00",,"48",,"42"
"IR000407540","TEHRAN MEHRABAD, IR","2017-01-01","0.00",,"52",,"44"
"IR000407540","TEHRAN MEHRABAD, IR","2017-01-02","0.00",,"49",,
"IR000407540","TEHRAN MEHRABAD, IR","2017-01-03","0.00",,"43","52",
"IR000407540","TEHRAN MEHRABAD, IR","2017-01-04","0.00",,"43","49","34"
"IR000407540","TEHRAN MEHRABAD, IR","2017-01-05","0.00",,"39","46","33"
"IR000407540","TEHRAN MEHRABAD, IR","2017-01-06","0.00",,"41","51","31"
"IR000407540","TEHRAN MEHRABAD, IR","2017-01-07","0.00",,"41","50","33"
"IR000407540","TEHRAN MEHRABAD, IR","2017-01-08","0.00",,"41","51","32"
"IR000407540","TEHRAN MEHRABAD, IR","2017-01-09","0.00",,"44","52",
"IR000407540","TEHRAN MEHRABAD, IR","2017-01-10","0.02",,"46","55","38"
"IR000407540","TEHRAN MEHRABAD, IR","2017-01-11","0.00",,"47","56","39"
"IR000407540","TEHRAN MEHRABAD, IR","2017-01-12","0.00",,"44","53",
"IR000407540","TEHRAN MEHRABAD, IR","2017-01-13","0.00",,"40",,"34"
"IR000407540","TEHRAN MEHRABAD, IR","2017-01-14","0.00",,"38","47","32"
"IR000407540","TEHRAN MEHRABAD, IR","2017-01-15","0.00",,"38","43","31"
"IR000407540","TEHRAN MEHRABAD, IR","2017-01-16","0.00",,"40","49","33"
"IR000407540","TEHRAN MEHRABAD, IR","2017-01-17","0.00",,"42","52",
"IR000407540","TEHRAN MEHRABAD, IR","2017-01-18","0.00",,"43","55","36"
"IR000407540","TEHRAN MEHRABAD, IR","2017-01-19","0.00",,"43","51","36"
"IR000407540","TEHRAN MEHRABAD, IR","2017-01-20","0.00",,"44","51",
"IR000407540","TEHRAN MEHRABAD, IR","2017-01-21","0.02",,"43",,
"IR000407540","TEHRAN MEHRABAD, IR","2017-01-22","0.00",,"42","51",
"IR000407540","TEHRAN MEHRABAD, IR","2017-01-23","0.00",,"38","45",
"IR000407540","TEHRAN MEHRABAD, IR","2017-01-24","0.04",,"36","40",
"IR000407540","TEHRAN MEHRABAD, IR","2017-01-25","0.00",,"40","46","32"
"IR000407540","TEHRAN MEHRABAD, IR","2017-01-26","0.00",,"46","50","39"
"IR000407540","TEHRAN MEHRABAD, IR","2017-01-27","0.46",,"38","40",
"IR000407540","TEHRAN MEHRABAD, IR","2017-01-28","0.33",,"40","47","35"
"IR000407540","TEHRAN MEHRABAD, IR","2017-01-29","0.04",,"37",,
"IR000407540","TEHRAN MEHRABAD, IR","2017-01-30","0.00",,"36","45","26"
"IR000407540","TEHRAN MEHRABAD, IR","2017-01-31",,,"40",,
"IR000407540","TEHRAN MEHRABAD, IR","2017-02-01","0.00",,"41","45",
"IR000407540","TEHRAN MEHRABAD, IR","2017-02-02","0.07",,"31","38",
"IR000407540","TEHRAN MEHRABAD, IR","2017-02-03","0.00",,"31","39","22"
"IR000407540","TEHRAN MEHRABAD, IR","2017-02-04","0.00",,"34","41","27"
"IR000407540","TEHRAN MEHRABAD, IR","2017-02-05","0.00",,"37",,"27"
"IR000407540","TEHRAN MEHRABAD, IR","2017-02-06","0.00",,"42","51","31"
"IR000407540","TEHRAN MEHRABAD, IR","2017-02-07","0.00",,"42","51","33"
"IR000407540","TEHRAN MEHRABAD, IR","2017-02-08","0.00",,"44","53",
"IR000407540","TEHRAN MEHRABAD, IR","2017-02-09","0.00",,"44","53",
"IR000407540","TEHRAN MEHRABAD, IR","2017-02-10","0.26",,"42","52",
"IR000407540","TEHRAN MEHRABAD, IR","2017-02-11","0.00",,"40","46","35"
"IR000407540","TEHRAN MEHRABAD, IR","2017-02-12","0.12",,"41","45","34"
"IR000407540","TEHRAN MEHRABAD, IR","2017-02-13","0.45",,"37",,
"IR000407540","TEHRAN MEHRABAD, IR","2017-02-14","0.35",,"42","51","34"
"IR000407540","TEHRAN MEHRABAD, IR","2017-02-15","0.00",,"48",,"38"
"IR000407540","TEHRAN MEHRABAD, IR","2017-02-16","0.00",,"49","57",
"IR000407540","TEHRAN MEHRABAD, IR","2017-02-17","0.00",,"38","47",
"IR000407540","TEHRAN MEHRABAD, IR","2017-02-18","0.00",,"32","40","26"
"IR000407540","TEHRAN MEHRABAD, IR","2017-02-19","0.00",,"34","43","25"
"IR000407540","TEHRAN MEHRABAD, IR","2017-02-20","0.00",,"39","48","29"
"IR000407540","TEHRAN MEHRABAD, IR","2017-02-21","0.00",,"41","50","31"
"IR000407540","TEHRAN MEHRABAD, IR","2017-02-22","0.00",,"44","53","33"
"IR000407540","TEHRAN MEHRABAD, IR","2017-02-23","0.00",,"44","52","35"
"IR000407540","TEHRAN MEHRABAD, IR","2017-02-24","0.00",,"47","59","36"
"IR000407540","TEHRAN MEHRABAD, IR","2017-02-25","0.00",,"50","60","39"
"IR000407540","TEHRAN MEHRABAD, IR","2017-02-26","0.00",,"52","63",
"IR000407540","TEHRAN MEHRABAD, IR","2017-02-27","0.00",,"50","59","38"
"IR000407540","TEHRAN MEHRABAD, IR","2017-02-28","0.00",,"53",,"42"
"IR000407540","TEHRAN MEHRABAD, IR","2017-03-01","0.00",,"52","63","37"
"IR000407540","TEHRAN MEHRABAD, IR","2017-03-02","0.00",,"54","59","44"
"IR000407540","TEHRAN MEHRABAD, IR","2017-03-03","0.00",,"52","58",
"IR000407540","TEHRAN MEHRABAD, IR","2017-03-04","0.01",,"53","63","45"
"IR000407540","TEHRAN MEHRABAD, IR","2017-03-05","0.02",,"49","60",
"IR000407540","TEHRAN MEHRABAD, IR","2017-03-06","0.14",,"40","43",
"IR000407540","TEHRAN MEHRABAD, IR","2017-03-07","0.00",,"45","50","40"
"IR000407540","TEHRAN MEHRABAD, IR","2017-03-08","0.00",,"47","54","41"
"IR000407540","TEHRAN MEHRABAD, IR","2017-03-09","0.02",,"50",,"42"
"IR000407540","TEHRAN MEHRABAD, IR","2017-03-10","0.00",,"52",,"42"
"IR000407540","TEHRAN MEHRABAD, IR","2017-03-11","0.00",,"52","58","44"
"IR000407540","TEHRAN MEHRABAD, IR","2017-03-12","0.06",,"54","63",
"IR000407540","TEHRAN MEHRABAD, IR","2017-03-13","0.00",,"52","61",
"IR000407540","TEHRAN MEHRABAD, IR","2017-03-14","0.16",,"51","59","44"
"IR000407540","TEHRAN MEHRABAD, IR","2017-03-15","0.00",,"54","63","45"
"IR000407540","TEHRAN MEHRABAD, IR","2017-03-16","0.00",,"56","65","46"
"IR000407540","TEHRAN MEHRABAD, IR","2017-03-17","0.05",,"56","63","45"
"IR000407540","TEHRAN MEHRABAD, IR","2017-03-18","0.00",,"57","64","46"
"IR000407540","TEHRAN MEHRABAD, IR","2017-03-19","0.00",,"60","65","54"
"IR000407540","TEHRAN MEHRABAD, IR","2017-03-20","0.06",,"55","61","49"
"IR000407540","TEHRAN MEHRABAD, IR","2017-03-21","0.00",,"52","60",
"IR000407540","TEHRAN MEHRABAD, IR","2017-03-22","0.04",,"52","59","42"
"IR000407540","TEHRAN MEHRABAD, IR","2017-03-23","0.02",,"49",,
"IR000407540","TEHRAN MEHRABAD, IR","2017-03-24","0.66",,"44",,
"IR000407540","TEHRAN MEHRABAD, IR","2017-03-25","0.06",,"41","43","37"
"IR000407540","TEHRAN MEHRABAD, IR","2017-03-26","0.14",,"50","59","41"
"IR000407540","TEHRAN MEHRABAD, IR","2017-03-27","0.00",,"56","65","43"
"IR000407540","TEHRAN MEHRABAD, IR","2017-03-28","0.00",,"61","69",
"IR000407540","TEHRAN MEHRABAD, IR","2017-03-29","0.00",,"60","68",
"IR000407540","TEHRAN MEHRABAD, IR","2017-03-30","0.00",,"60","67","50"
"IR000407540","TEHRAN MEHRABAD, IR","2017-03-31","0.00",,"63","71","53"
"IR000407540","TEHRAN MEHRABAD, IR","2017-04-01","0.12",,"61","71","49"
"IR000407540","TEHRAN MEHRABAD, IR","2017-04-02","0.02",,"54","61",
"IR000407540","TEHRAN MEHRABAD, IR","2017-04-03","0.17",,"43","46","39"
"IR000407540","TEHRAN MEHRABAD, IR","2017-04-04","0.13",,"46","56","38"
"IR000407540","TEHRAN MEHRABAD, IR","2017-04-05","0.01",,"52","63","41"
"IR000407540","TEHRAN MEHRABAD, IR","2017-04-06","0.00",,"57","65","45"
"IR000407540","TEHRAN MEHRABAD, IR","2017-04-07","0.00",,"60","70",
"IR000407540","TEHRAN MEHRABAD, IR","2017-04-08","0.02",,"66",,"52"
"IR000407540","TEHRAN MEHRABAD, IR","2017-04-09","0.00",,"66","72","58"
"IR000407540","TEHRAN MEHRABAD, IR","2017-04-10","0.00",,"64","71",
"IR000407540","TEHRAN MEHRABAD, IR","2017-04-11","0.00",,"67","76","55"
"IR000407540","TEHRAN MEHRABAD, IR","2017-04-12","0.03",,"63",,
"IR000407540","TEHRAN MEHRABAD, IR","2017-04-13","0.02",,"69","79","56"
"IR000407540","TEHRAN MEHRABAD, IR","2017-04-14","0.00",,"74","82",
"IR000407540","TEHRAN MEHRABAD, IR","2017-04-15","0.00",,"70",,
"IR000407540","TEHRAN MEHRABAD, IR","2017-04-16","0.00",,"65","74",
"IR000407540","TEHRAN MEHRABAD, IR","2017-04-17","0.00",,"67","77","53"
"IR000407540","TEHRAN MEHRABAD, IR","2017-04-18","0.00",,"72",,"61"
"IR000407540","TEHRAN MEHRABAD, IR","2017-04-19","0.08",,"66","74",
"IR000407540","TEHRAN MEHRABAD, IR","2017-04-20","0.00",,"66","76","54"
"IR000407540","TEHRAN MEHRABAD, IR","2017-04-21","0.00",,"68","76","57"
"IR000407540","TEHRAN MEHRABAD, IR","2017-04-22","0.00",,"72","82","59"
"IR000407540","TEHRAN MEHRABAD, IR","2017-04-23","0.00",,"77","85","62"
"IR000407540","TEHRAN MEHRABAD, IR","2017-04-24","0.00",,"73","82",
"IR000407540","TEHRAN MEHRABAD, IR","2017-04-25","0.03",,"67","81",
"IR000407540","TEHRAN MEHRABAD, IR","2017-04-26","0.17",,"58","72","47"
"IR000407540","TEHRAN MEHRABAD, IR","2017-04-27","0.02",,"60","71","48"
"IR000407540","TEHRAN MEHRABAD, IR","2017-04-28","0.03",,"67",,"57"
"IR000407540","TEHRAN MEHRABAD, IR","2017-04-29","0.31",,"65","74",
"IR000407540","TEHRAN MEHRABAD, IR","2017-04-30","0.16",,"69","78","57"
"IR000407540","TEHRAN MEHRABAD, IR","2017-05-01","0.00",,"73","81","62"
"IR000407540","TEHRAN MEHRABAD, IR","2017-05-02","0.00",,"74","83",
"IR000407540","TEHRAN MEHRABAD, IR","2017-05-03","0.06",,"68","78",
"IR000407540","TEHRAN MEHRABAD, IR","2017-05-04","0.28",,"67","75","58"
"IR000407540","TEHRAN MEHRABAD, IR","2017-05-05","0.09",,"65",,
"IR000407540","TEHRAN MEHRABAD, IR","2017-05-06","0.35",,"64","71","55"
"IR000407540","TEHRAN MEHRABAD, IR","2017-05-07","0.00",,"71","80","61"
"IR000407540","TEHRAN MEHRABAD, IR","2017-05-08","0.04",,"72","80","59"
"IR000407540","TEHRAN MEHRABAD, IR","2017-05-09","0.00",,"77",,"66"
"IR000407540","TEHRAN MEHRABAD, IR","2017-05-10","0.00",,"78",,"65"
"IR000407540","TEHRAN MEHRABAD, IR","2017-05-11","0.00",,"83","92","67"
"IR000407540","TEHRAN MEHRABAD, IR","2017-05-12","0.00",,"81",,
"IR000407540","TEHRAN MEHRABAD, IR","2017-05-13","0.00",,"79",,"65"
"IR000407540","TEHRAN MEHRABAD, IR","2017-05-14","0.00",,"80","89",
"IR000407540","TEHRAN MEHRABAD, IR","2017-05-15","0.00",,"80","88","68"
"IR000407540","TEHRAN MEHRABAD, IR","2017-05-16","0.00",,"81",,
"IR000407540","TEHRAN MEHRABAD, IR","2017-05-17","0.00",,"76",,
"IR000407540","TEHRAN MEHRABAD, IR","2017-05-18","0.00",,"76","87","60"
"IR000407540","TEHRAN MEHRABAD, IR","2017-05-19","0.00",,"82",,"70"
"IR000407540","TEHRAN MEHRABAD, IR","2017-05-20","0.00",,"85","94","73"
"IR000407540","TEHRAN MEHRABAD, IR","2017-05-21","0.00",,"81","92",
"IR000407540","TEHRAN MEHRABAD, IR","2017-05-22","0.00",,"75","85","64"
"IR000407540","TEHRAN MEHRABAD, IR","2017-05-23","0.00",,"80","89",
"IR000407540","TEHRAN MEHRABAD, IR","2017-05-24","0.00",,"83","92","71"
"IR000407540","TEHRAN MEHRABAD, IR","2017-05-25","0.00",,"80","90","71"
"IR000407540","TEHRAN MEHRABAD, IR","2017-05-26","0.00",,"82",,"69"
"IR000407540","TEHRAN MEHRABAD, IR","2017-05-27","0.00",,"85","96","74"
"IR000407540","TEHRAN MEHRABAD, IR","2017-05-28","0.00",,"85","94","71"
"IR000407540","TEHRAN MEHRABAD, IR","2017-05-29","0.00",,"81",,"68"
"IR000407540","TEHRAN MEHRABAD, IR","2017-05-30","0.00",,"82",,
"IR000407540","TEHRAN MEHRABAD, IR","2017-05-31","0.00",,"85","96","73"
"IR000407540","TEHRAN MEHRABAD, IR","2017-06-01","0.00",,"83","92",
"IR000407540","TEHRAN MEHRABAD, IR","2017-06-02","0.00",,"78","89",
"IR000407540","TEHRAN MEHRABAD, IR","2017-06-03","0.00",,"74","84","63"
"IR000407540","TEHRAN MEHRABAD, IR","2017-06-04","0.00",,"78","86","66"
"IR000407540","TEHRAN MEHRABAD, IR","2017-06-05","0.00",,"83","91","70"
"IR000407540","TEHRAN MEHRABAD, IR","2017-06-06","0.00",,"83","90","71"
"IR000407540","TEHRAN MEHRABAD, IR","2017-06-07","0.00",,"86","95",
"IR000407540","TEHRAN MEHRABAD, IR","2017-06-08","0.00",,"87","100",
"IR000407540","TEHRAN MEHRABAD, IR","2017-06-09","0.00",,"85",,"70"
"IR000407540","TEHRAN MEHRABAD, IR","2017-06-10","0.00",,"86","99","70"
"IR000407540","TEHRAN MEHRABAD, IR","2017-06-11","0.00",,"88","99","76"
"IR000407540","TEHRAN MEHRABAD, IR","2017-06-12","0.00",,"88","99","76"
"IR000407540","TEHRAN MEHRABAD, IR","2017-06-13","0.00",,"85",,
"IR000407540","TEHRAN MEHRABAD, IR","2017-06-14","0.00",,"85","95","69"
"IR000407540","TEHRAN MEHRABAD, IR","2017-06-15","0.00",,"92","103","78"
"IR000407540","TEHRAN MEHRABAD, IR","2017-06-16","0.00",,"89","99","76"
"IR000407540","TEHRAN MEHRABAD, IR","2017-06-17","0.00",,"86","97",
"IR000407540","TEHRAN MEHRABAD, IR","2017-06-18","0.00",,"86","96","75"
"IR000407540","TEHRAN MEHRABAD, IR","2017-06-19","0.00",,"89","99","76"
"IR000407540","TEHRAN MEHRABAD, IR","2017-06-20","0.00",,"91",,
"IR000407540","TEHRAN MEHRABAD, IR","2017-06-21","0.00",,"90","100",
"IR000407540","TEHRAN MEHRABAD, IR","2017-06-22","0.00",,"87","97",
"IR000407540","TEHRAN MEHRABAD, IR","2017-06-23","0.00",,"80","92",
"IR000407540","TEHRAN MEHRABAD, IR","2017-06-24","0.00",,"82","95","68"
"IR000407540","TEHRAN MEHRABAD, IR","2017-06-25","0.00",,"86",,"75"
"IR000407540","TEHRAN MEHRABAD, IR","2017-06-26","0.00",,"85","95","72"
"IR000407540","TEHRAN MEHRABAD, IR","2017-06-27","0.00",,"85","96","73"
"IR000407540","TEHRAN MEHRABAD, IR","2017-06-28","0.00",,"89","98","77"
"IR000407540","TEHRAN MEHRABAD, IR","2017-06-29","0.00",,"91","101","78"
"IR000407540","TEHRAN MEHRABAD, IR","2017-06-30","0.00",,"87","101",
"IR000407540","TEHRAN MEHRABAD, IR","2017-07-01","0.00",,"86",,"71"
"IR000407540","TEHRAN MEHRABAD, IR","2017-07-02","0.00",,"88","97",
"IR000407540","TEHRAN MEHRABAD, IR","2017-07-03","0.00",,"90","99","80"
"IR000407540","TEHRAN MEHRABAD, IR","2017-07-04","0.00",,"89","99","79"
"IR000407540","TEHRAN MEHRABAD, IR","2017-07-05","0.00",,"93","103","79"
"IR000407540","TEHRAN MEHRABAD, IR","2017-07-06","0.00",,"91","101","78"
"IR000407540","TEHRAN MEHRABAD, IR","2017-07-07","0.00",,"94","101","81"
"IR000407540","TEHRAN MEHRABAD, IR","2017-07-08","0.00",,"93","102",
"IR000407540","TEHRAN MEHRABAD, IR","2017-07-09","0.00",,"93","103","79"
"IR000407540","TEHRAN MEHRABAD, IR","2017-07-10","0.00",,"95","103","84"
"IR000407540","TEHRAN MEHRABAD, IR","2017-07-11","0.00",,"89","102",
"IR000407540","TEHRAN MEHRABAD, IR","2017-07-12","0.00",,"81","94",
"IR000407540","TEHRAN MEHRABAD, IR","2017-07-13","0.33",,"75","85","62"
"IR000407540","TEHRAN MEHRABAD, IR","2017-07-14","0.04",,"81","89","69"
"IR000407540","TEHRAN MEHRABAD, IR","2017-07-15","0.00",,"86","95","76"
"IR000407540","TEHRAN MEHRABAD, IR","2017-07-16","0.00",,"89","98",
"IR000407540","TEHRAN MEHRABAD, IR","2017-07-17","0.00",,"87","96","77"
"IR000407540","TEHRAN MEHRABAD, IR","2017-07-18","0.00",,"87","95","77"
"IR000407540","TEHRAN MEHRABAD, IR","2017-07-19","0.00",,"87","96","76"
"IR000407540","TEHRAN MEHRABAD, IR","2017-07-20","0.00",,"88","97","76"
"IR000407540","TEHRAN MEHRABAD, IR","2017-07-21","0.00",,"90","99","75"
"IR000407540","TEHRAN MEHRABAD, IR","2017-07-22","0.00",,"89","99","78"
"IR000407540","TEHRAN MEHRABAD, IR","2017-07-23","0.00",,"86","96","74"
"IR000407540","TEHRAN MEHRABAD, IR","2017-07-24","0.00",,"89","98","75"
"IR000407540","TEHRAN MEHRABAD, IR","2017-07-25","0.00",,"91","99","78"
"IR000407540","TEHRAN MEHRABAD, IR","2017-07-26","0.00",,"92","101",
"IR000407540","TEHRAN MEHRABAD, IR","2017-07-27","0.00",,"92",,"76"
"IR000407540","TEHRAN MEHRABAD, IR","2017-07-28","0.00",,"92","102",
"IR000407540","TEHRAN MEHRABAD, IR","2017-07-29","0.00",,"95","106","82"
"IR000407540","TEHRAN MEHRABAD, IR","2017-07-30","0.00",,"91","102",
"IR000407540","TEHRAN MEHRABAD, IR","2017-07-31","0.00",,"89",,"79"
"IR000407540","TEHRAN MEHRABAD, IR","2017-08-01","0.00",,"86","95","74"
"IR000407540","TEHRAN MEHRABAD, IR","2017-08-02","0.00",,"85","94","73"
"IR000407540","TEHRAN MEHRABAD, IR","2017-08-03","0.00",,"86","94","76"
"IR000407540","TEHRAN MEHRABAD, IR","2017-08-04","0.00",,"87","96","77"
"IR000407540","TEHRAN MEHRABAD, IR","2017-08-05","0.00",,"88","97","77"
"IR000407540","TEHRAN MEHRABAD, IR","2017-08-06","0.00",,"90","99","78"
"IR000407540","TEHRAN MEHRABAD, IR","2017-08-07","0.00",,"88","97","77"
"IR000407540","TEHRAN MEHRABAD, IR","2017-08-08","0.00",,"89",,
"IR000407540","TEHRAN MEHRABAD, IR","2017-08-09","0.00",,"89","99","79"
"IR000407540","TEHRAN MEHRABAD, IR","2017-08-10","0.00",,"86","96",
"IR000407540","TEHRAN MEHRABAD, IR","2017-08-11","0.00",,"84","94","73"
"IR000407540","TEHRAN MEHRABAD, IR","2017-08-12","0.00",,"85","94","74"
"IR000407540","TEHRAN MEHRABAD, IR","2017-08-13","0.00",,"87","95","77"
"IR000407540","TEHRAN MEHRABAD, IR","2017-08-14","0.00",,"90","99",
"IR000407540","TEHRAN MEHRABAD, IR","2017-08-15","0.00",,"89","98","79"
"IR000407540","TEHRAN MEHRABAD, IR","2017-08-16","0.00",,"86","95","73"
"IR000407540","TEHRAN MEHRABAD, IR","2017-08-17","0.00",,"88",,"73"
"IR000407540","TEHRAN MEHRABAD, IR","2017-08-18","0.00",,"89","101","78"
"IR000407540","TEHRAN MEHRABAD, IR","2017-08-19","0.00",,"88","96","77"
"IR000407540","TEHRAN MEHRABAD, IR","2017-08-20","0.00",,"86","93","78"
"IR000407540","TEHRAN MEHRABAD, IR","2017-08-21","0.00",,"86","94",
"IR000407540","TEHRAN MEHRABAD, IR","2017-08-22","0.00",,"87","96","76"
"IR000407540","TEHRAN MEHRABAD, IR","2017-08-23","0.00",,"88","98","77"
"IR000407540","TEHRAN MEHRABAD, IR","2017-08-24","0.00",,"89","99","78"
"IR000407540","TEHRAN MEHRABAD, IR","2017-08-25","0.00",,"85","94","76"
"IR000407540","TEHRAN MEHRABAD, IR","2017-08-26","0.00",,"81","90","72"
"IR000407540","TEHRAN MEHRABAD, IR","2017-08-27","0.00",,"80","89","70"
"IR000407540","TEHRAN MEHRABAD, IR","2017-08-28","0.00",,"81","90","69"
"IR000407540","TEHRAN MEHRABAD, IR","2017-08-29","0.00",,"83","92","71"
"IR000407540","TEHRAN MEHRABAD, IR","2017-08-30","0.00",,"86","97","74"
"IR000407540","TEHRAN MEHRABAD, IR","2017-08-31","0.00",,"87","98","75"
"IR000407540","TEHRAN MEHRABAD, IR","2017-09-01","0.00",,"85","95",
"IR000407540","TEHRAN MEHRABAD, IR","2017-09-02","0.00",,"84","94","73"
"IR000407540","TEHRAN MEHRABAD, IR","2017-09-03","0.00",,"86","94","74"
"IR000407540","TEHRAN MEHRABAD, IR","2017-09-04","0.00",,"85","94",
"IR000407540","TEHRAN MEHRABAD, IR","2017-09-05","0.00",,"86","95",
"IR000407540","TEHRAN MEHRABAD, IR","2017-09-06","0.00",,"87","97","76"
"IR000407540","TEHRAN MEHRABAD, IR","2017-09-07","0.00",,"89","99",
"IR000407540","TEHRAN MEHRABAD, IR","2017-09-08","0.00",,"85","97",
"IR000407540","TEHRAN MEHRABAD, IR","2017-09-09","0.00",,"83","92",
"IR000407540","TEHRAN MEHRABAD, IR","2017-09-10","0.00",,"85","94","74"
"IR000407540","TEHRAN MEHRABAD, IR","2017-09-11","0.00",,"87","95","77"
"IR000407540","TEHRAN MEHRABAD, IR","2017-09-12","0.00",,"84","92",
"IR000407540","TEHRAN MEHRABAD, IR","2017-09-13","0.00",,"83",,"75"
"IR000407540","TEHRAN MEHRABAD, IR","2017-09-14","0.00",,"82","90",
"IR000407540","TEHRAN MEHRABAD, IR","2017-09-15","0.00",,"81","89","71"
"IR000407540","TEHRAN MEHRABAD, IR","2017-09-16","0.00",,"79","89",
"IR000407540","TEHRAN MEHRABAD, IR","2017-09-17","0.00",,"77","85",
"IR000407540","TEHRAN MEHRABAD, IR","2017-09-18","0.00",,"76","84","66"
"IR000407540","TEHRAN MEHRABAD, IR","2017-09-19","0.00",,"76","85","67"
"IR000407540","TEHRAN MEHRABAD, IR","2017-09-20","0.00",,"77","87","65"
"IR000407540","TEHRAN MEHRABAD, IR","2017-09-21","0.00",,"77","87","66"
"IR000407540","TEHRAN MEHRABAD, IR","2017-09-22","0.00",,"77","87","68"
"IR000407540","TEHRAN MEHRABAD, IR","2017-09-23","0.00",,"79","89","69"
"IR000407540","TEHRAN MEHRABAD, IR","2017-09-24","0.00",,"79","89","67"
"IR000407540","TEHRAN MEHRABAD, IR","2017-09-25","0.00",,"79",,"66"
"IR000407540","TEHRAN MEHRABAD, IR","2017-09-26","0.00",,"76","84","64"
"IR000407540","TEHRAN MEHRABAD, IR","2017-09-27","0.00",,"78","85","68"
"IR000407540","TEHRAN MEHRABAD, IR","2017-09-28","0.00",,"72","86",
"IR000407540","TEHRAN MEHRABAD, IR","2017-09-29","0.00",,"68","79","57"
"IR000407540","TEHRAN MEHRABAD, IR","2017-09-30","0.00",,"71","77","61"
"IR000407540","TEHRAN MEHRABAD, IR","2017-10-01","0.00",,"76","86","65"
"IR000407540","TEHRAN MEHRABAD, IR","2017-10-02","0.00",,"76","85",
